ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf.length,leaflet.length,number.of.leaflets,country,province.state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note
115,1079494,1922,North America,island,other,Hispaniola,,,1,16.325,4.809,14,Dominican Republic,,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,,
116,1079494,1922,North America,island,other,Hispaniola,,,2,19.776,5.391,16,Dominican Republic,,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,,
117,1079494,1922,North America,island,other,Hispaniola,,,3,24.428,7.353,16,Dominican Republic,,"Vicinity of Sánchez, Samaná Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,,
118,1478789,1931,North America,island,other,Hispaniola,,,1,28.126,6.902,16,Dominican Republic,Montecristi,Monte Cristy. Distr. of Monte Cristy.,19.847495,-71.64249,21.2513,Smithsonian,20-Mar-31,"Valeur, E. J.",621,,
119,1479819,1930,North America,island,other,Hispaniola,,,1,44.343,13.436,16,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,,
120,1479819,1930,North America,island,other,Hispaniola,,,2,36.169,11.008,14,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,,
121,1479819,1930,North America,island,other,Hispaniola,,,3,34.002,8.771,8,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,,
122,2111030,1946,North America,island,other,Hispaniola,,,1,29.486,7.091,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,,
123,2111030,1946,North America,island,other,Hispaniola,,,2,35.325,8.96,14,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,,
124,2111030,1946,North America,island,other,Hispaniola,,,3,28.063,6.786,16,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,,
125,1256,1963,North America,mainland,other,,,,1,40.472,10.879,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,,leaf at first node
126,1256,1963,North America,mainland,other,,,,2,36.237,10.308,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,,
127,1256,1963,North America,mainland,other,,,,3,38.337,10.164,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,,
128,25870,1963,North America,mainland,other,,,,1,35.186,8.102,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,,,
129,25870,1963,North America,mainland,other,,,,2,37.685,9.618,14,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,,,leaf at first node 
130,655092,1895,North America,island,other,Marie Galante,,,1,14.553,6.978,8,Guadeloupe,,,15.923992,-61.257225,21.2568,Smithsonian,Apr 1895,"Duss, Père A.",3645,,
131,846898,1895,North America,island,other,Marie Galante,,,1,33.834,9.948,14,Guadeloupe,,,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,,
132,846898,1895,North America,island,other,Marie Galante,,,2,18.631,7.046,11,Guadeloupe,,,15.923992,-61.257225,21.2568,Smithsonian,1895,"Duss, Père A.",3645,,
133,1557881,1935,North America,island,other,Marie Galante,,,1,35.501,12.012,12,Guadeloupe,,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,,
134,1557881,1935,North America,island,other,Marie Galante,,,2,40.71,12.904,12,Guadeloupe,,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,,
135,1781684,1939,North America,island,other,Marie Galante,,,1,24.003,8.909,12,Guadeloupe,,,15.923992,-61.257225,21.2513,Smithsonian,9-Dec-39,"Questel, A.",1462,,
136,225,1905,North America,mainland,other,,,,1,15.477,4.158,13,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,,leaf at first node
137,225,1905,North America,mainland,other,,,,2,17.062,4.536,12,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,,
138,225,1905,North America,mainland,other,,,,3,16.42,4.101,14,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,,leaf at third node
139,1301,1963,North America,mainland,other,,,,1,28.377,9.885,10,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,,Coordinates for Central Park,
140,1301,1963,North America,mainland,other,,,,2,37.507,10.499,14,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,,Coordinates for Central Park,
141,1301,1963,North America,mainland,other,,,,3,,7.115,6,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,,Coordinates for Central Park,
142,1305,1963,North America,mainland,other,,,,1,13.91,4.155,13,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,,Coordinates for Zacapa,leaf at first node
143,1305,1963,North America,mainland,other,,,,2,13.531,4.499,10,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,,Coordinates for Zacapa,
144,6350,1909,North America,mainland,other,,,,1,22.466,8.268,12,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,,
145,6350,1909,North America,mainland,other,,,,2,,6.976,14,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,,leaf at third node- end of stem hidden
146,6350,1909,North America,mainland,other,,,,3,29.633,9.477,,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,,difficult to count leaflets
147,24368,1922,North America,mainland,other,,,,1,20.493,6.221,14,Guatemala,Dept. Izabal,Vicinity of Los Amates,15.2548322,-89.0977907,18.2528,HUH,24-May,Paul C. Standle,24368,,leaf at third node
148,578754,1905,North America,mainland,other,,,,1,23.037,6.242,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,,1 leaf down the flower
149,578754,1905,North America,mainland,other,,,,2,13.799,5.294,12,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,,
150,579634,1909,North America,mainland,other,,,,1,9.833,5.695,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,,
151,579634,1909,North America,mainland,other,,,,2,9.714,5.139,8,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,,
152,579634,1909,North America,mainland,other,,,,3,25.375,6.979,14,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,,1 leaf down the flower
153,1150010,1922,North America,mainland,other,,,,1,16.684,5.644,12,Guatemala,Izabal,"Vicinity of Los Amates, Departamento de Izabal, on sand bars along the Río Motagua.",15.163074,-89.067509,21.2513,Smithsonian,24-May-22,"Standley, P. C.",24368,,
154,2442210,1908,North America,mainland,other,,,,1,37.179,10.628,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,,
155,2442210,1908,North America,mainland,other,,,,2,26.04,10.666,14,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,,
156,2442210,1908,North America,mainland,other,,,,3,39.15,9.685,16,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,,
157,2619227,1969,North America,mainland,other,,,,1,20.125,5.52,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,,1 leaf down the flower
158,2619227,1969,North America,mainland,other,,,,2,19.088,6.095,14,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalía, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,,
159,2619231,1969,North America,mainland,other,,,,1,10.712,5.046,10,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,,
160,2619231,1969,North America,mainland,other,,,,2,24.611,7.249,16,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,,
161,2707653,1972,North America,mainland,other,,,,1,39.838,11.151,14,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,,
162,2707653,1972,North America,mainland,other,,,,2,50.002,11.85,16,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Río Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,,1 leaf down the flower
163,2734873,1971,North America,mainland,other,,,,1,23.23,8.671,12,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,,
164,2734873,1971,North America,mainland,other,,,,2,23.946,7.347,14,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,,
165,2734873,1971,North America,mainland,other,,,,3,15.044,4.783,10,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,,
166,2748936,1971,North America,mainland,other,,,,1,32.325,9.24,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,,
167,2748936,1971,North America,mainland,other,,,,2,43.223,8.4,14,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,,
168,09.15.43 73,1993,North America,mainland,other,,,,1,32.713,7.485,14,Guatemala,Dept. Zacapa,Between Teculután and Rio Hondo on the edge of the road.,15.0055634,-89.6278001,18.2528,HUH,7-Aug,"J.J Castillo, Ernesto Medinilla",,Coordinates estimated based on between two locations ,leaf at first node 
169,3539,1920,North America,island,other,Greater Antilles,,,1,25.34,5.733,17,Haiti,,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,,
170,3539,1920,North America,island,other,Greater Antilles,,,2,26.344,6.53,18,Haiti,,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,,
171,794283,1917,North America,island,other,Hispaniola,,,1,33.583,8.742,12,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,,
172,794283,1917,North America,island,other,Hispaniola,,,2,33.343,8.186,14,Haiti,Óuest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,,
173,1075012,1920,North America,island,other,Hispaniola,,,1,43.469,15.032,14,Haiti,,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,,
174,1075012,1920,North America,island,other,Hispaniola,,,2,34.187,11.98,10,Haiti,,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,,
175,1148317,1925,North America,island,other,Hispaniola,,,1,38.1,9.471,14,Haiti,,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,,
176,1148317,1925,North America,island,other,Hispaniola,,,2,43.944,11.115,16,Haiti,,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,,1 leaf down the flower
177,1167737,1923,North America,island,other,Hispaniola,,,1,27.967,8.755,14,Haiti,,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,,
178,1167737,1923,North America,island,other,Hispaniola,,,2,24.767,6.772,14,Haiti,,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,,1 leaf down the flower
179,1302171,1925,North America,island,other,Hispaniola,,,1,15.918,4.486,14,Haiti,,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,,
180,1302171,1925,North America,island,other,Hispaniola,,,2,18.589,4.595,12,Haiti,,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,,
181,1303628,1927,North America,island,other,Hispaniola,,,1,60.925,13.473,16,Haiti,,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,,
182,1303628,1927,North America,island,other,Hispaniola,,,2,40.638,11.374,14,Haiti,,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,,
183,1303628,1927,North America,island,other,Hispaniola,,,3,33.629,8.535,16,Haiti,,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,,
184,1450165,1928,North America,island,other,Hispaniola,,,1,31.828,10.245,14,Haiti,,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,,
185,1450165,1928,North America,island,other,Hispaniola,,,2,37.097,11.801,12,Haiti,,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,,
186,1450165,1928,North America,island,other,Hispaniola,,,3,23.456,5.673,10,Haiti,,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,,
187,1450803,1929,North America,island,other,Hispaniola,,,1,13.183,3.861,10,Haiti,,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,,
188,1450896,1929,North America,island,other,Hispaniola,,,1,27.68,7.749,12,Haiti,,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,,1 leaf down the flower
189,1450896,1929,North America,island,other,Hispaniola,,,2,25.601,7.85,12,Haiti,,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,,
190,1450896,1929,North America,island,other,Hispaniola,,,3,22.753,6.214,12,Haiti,,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,,1 leaf down the flower
191,1880219,1941,North America,island,other,Hispaniola,,,1,47.778,13.139,14,Haiti,,Near Gauthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,,
192,1880219,1941,North America,island,other,Hispaniola,,,2,23.691,9.323,14,Haiti,,Near Gauthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,,
193,1880219,1941,North America,island,other,Hispaniola,,,3,17.673,7.893,12,Haiti,,Near Gauthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,,
194,09.22.44 144,1926,North America,island,other,Greater Antilles,,,1,33.562,9.511,14,Haiti,,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,,,
195,09.22.44 144,1926,North America,island,other,Greater Antilles,,,2,40.567,10.159,14,Haiti,,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,,,
196,09.22.48 145,1926,North America,island,other,Greater Antilles,,,1,37.639,9.767,16,Haiti,,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,,,
197,09.22.48 145,1926,North America,island,other,Greater Antilles,,,2,42.659,11.11,16,Haiti,,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,,,
198,30,1900,North America,island,other,,,,1,34.527,9.561,14,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,HUH,29-Jan,Willard N. Clute,30,,leaf at third ndoe
199,30,1900,North America,island,other,,,,2,25.479,6.051,16,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,HUH,29-Jan,Willard N. Clute,30,,
200,73,NA,North America,island,other,,,,1,23.017,6.329,16,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,,73,,
201,304,1966,North America,island,other,,,,1,14.414,4.245,14,Jamaica,,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,,
202,304,1966,North America,island,other,,,,2,12.9,3.849,14,Jamaica,,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,,leaf at first node
203,304,1966,North America,island,other,,,,3,12.689,3.802,14,Jamaica,,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,,
204,953,1963,North America,island,other,,,,1,18.841,5.83,,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,,,can't count all leaflets
205,953,1963,North America,island,other,,,,2,43.652,10.977,10,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,,,
206,953,1963,North America,island,other,,,,3,23.748,6.122,18,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,,,
207,954,1963,North America,island,other,,,,1,21.126,6.55,11,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,looks like top of leaf may have been cut
208,954,1963,North America,island,other,,,,2,23.688,5.544,16,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,leaf at first node
209,954,1963,North America,island,other,,,,3,28.243,7.341,12,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,
210,968,1963,North America,island,other,,,,1,28.622,6.445,,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop. ",18.010011,-76.767014,18.2528,HUH,5-Aug,Duncan M. Porter,,,leaf at first node
211,968,1963,North America,island,other,,,,2,23.82,5.724,13,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop. ",18.010011,-76.767014,18.2528,HUH,5-Aug,Duncan M. Porter,,,
212,1024,1963,North America,island,other,,,,1,17.375,6.912,10,Jamaica,St. Catherine,Spanish Town road at turn off to Caymanas Park,17.9907399,-76.87642,18.2528,HUH,11-Aug,Duncan M. Porter,1024,Caymanas Park,leaf at first node
213,1028,1963,North America,island,other,,,,1,31.618,11.007,13,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,HUH,11-Aug,Duncan M. Porter,,Coordinates for Dream Beach (beach adjacent to Green Bay),leaf at first node
214,1028,1963,North America,island,other,,,,2,13.355,6.421,,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,HUH,11-Aug,Duncan M. Porter,,Coordinates for Dream Beach (beach adjacent to Green Bay),can't count all leaflets
215,1033,1963,North America,island,other,,,,1,22.648,6.427,15,Jamaica,St. Catherine,Growing in middle of the road between Fort Clarence and Port Henderson,17.9081451,-76.8869731,18.2528,HUH,11-Aug,Duncan M. Porter,,Coordiantes for Fort Clarence (Port Henderson is a body of water),
216,1037,1963,North America,island,other,,,,1,14.387,5.174,12,Jamaica,St. Andrew,"Grounds of St. Benedict's school, E of Harbour View. Prostrate at edge of driveway. ",17.95009,-76.706902,18.2528,HUH,13-Aug,Duncan M. Porter,1037,,
217,1040,1963,North America,island,other,Jamaica,,,1,40.252,11.434,14,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,NA,NA,18.2528,HUH,14-Aug,Duncan M. Porter,,Coordinates for Kaya Pos di Amor,
218,1040,1963,North America,island,other,Jamaica,,,2,22.828,5.268,16,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,NA,NA,18.2528,HUH,14-Aug,Duncan M. Porter,,Coordinates for Kaya Pos di Amor,leaf at first node
219,11967,1915,North America,island,Galapagos,Jamaica,,,1,29.101,8.166,14,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,,
220,11967,1915,North America,island,Galapagos,Jamaica,,,2,31.063,9.143,15,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,,
221,11967,1915,North America,island,Galapagos,Jamaica,,,3,23.964,6.724,12,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,,
222,38561,1968,North America,island,other,,,,1,32.67,8.265,12,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",
223,38561,1968,North America,island,other,,,,2,46.107,10.643,16,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",leaf at first node
224,38561,1968,North America,island,other,,,,3,47.31,9.077,16,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",
225,349332,1900,North America,island,other,Jamaica,,,1,27.949,8.033,14,Jamaica,Kingston,,18.025287,-76.79685,21.2551,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",30,,1 leaf down the flower
226,349332,1900,North America,island,other,Jamaica,,,2,24.926,7.011,14,Jamaica,Kingston,,18.025287,-76.79685,21.2551,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",30,,1 leaf down the flower
227,965925,1900,North America,island,other,Jamaica,,,1,43.647,10.423,16,Jamaica,Kingston,,18.025287,-76.79685,21.2513,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,,1 leaf down the flower
228,965925,1900,North America,island,other,Jamaica,,,2,16.427,4.512,14,Jamaica,Kingston,,18.025287,-76.79685,21.2513,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,,
229,1045104,1916,North America,island,other,Jamaica,,,1,35.315,10.58,14,Jamaica,Kingston,,18.025287,-76.79685,21.2513,Smithsonian,2-Mar-16,"Killip, E. P.",338,,
230,1045104,1916,North America,island,other,Jamaica,,,2,29.642,8.37,14,Jamaica,Kingston,,18.025287,-76.79685,21.2513,Smithsonian,2-Mar-16,"Killip, E. P.",338,,
231,1380056,1881,North America,island,other,Jamaica,,,1,21.957,7.258,14,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Smithsonian,Jul 1881,"Lehmann, F. C.",713,,
232,1380056,1881,North America,island,other,Jamaica,,,2,31.967,7.973,14,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Smithsonian,Jul 1881,"Lehmann, F. C.",713,,
233,2351654,1959,North America,island,other,Jamaica,,,1,25.302,6.968,16,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,Smithsonian,14-Jun-59,"Ellis, J.; Miller, K.",8235,,
