ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,flower_num,petal_length,petal_length_log,petal_length_sqr,country,province_state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
103,760038,1913,North America,island,other,Hispaniola,NA,NA,2,22.467,3.112047566,4.739936708,Dominican Republic,Azua,"Azua, Santo Domingo.",18.827827,-70.850376,21.2451,Smithsonian,Mar,"Rose, J. N.; Fitch, W. R.; Russell, P. G.",3902,NA,NA
104,1078125,1921,North America,island,other,Hispaniola,NA,NA,1,22.305,3.104810869,4.722816956,Dominican Republic,San Cristobal,Haina.,18.417865,-70.032734,21.2513,Smithsonian,23-Mar-21,"Faris, J. A.",22,NA,NA
105,1078844,1921,North America,island,other,Hispaniola,NA,NA,1,23.156,3.142253926,4.812068162,Dominican Republic,Montecristi,Guayubin.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA
106,1078844,1921,North America,island,other,Hispaniola,NA,NA,2,20.787,3.034327791,4.559276258,Dominican Republic,Montecristi,Guayubin.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA
107,1078844,1921,North America,island,other,Hispaniola,NA,NA,3,22.66,3.120601256,4.760252094,Dominican Republic,Montecristi,Guayubin.,19.672857,-71.393656,21.2513,Smithsonian,13 Feb 1921 to 21 Feb 1921,"Abbott, W. L.",891,NA,NA
108,1079494,1922,North America,island,other,Hispaniola,NA,NA,1,18.307,2.9072835,4.278668017,Dominican Republic,NA,"Vicinity of Sanchez, Samana Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA
109,1079494,1922,North America,island,other,Hispaniola,NA,NA,2,17.257,2.848217858,4.154154547,Dominican Republic,NA,"Vicinity of Sanchez, Samana Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA
110,1079494,1922,North America,island,other,Hispaniola,NA,NA,3,18.167,2.899606761,4.262276387,Dominican Republic,NA,"Vicinity of Sanchez, Samana Peninsula. Along rail road.",19.254287,-69.40411,21.2513,Smithsonian,30-Mar-22,"Abbott, W. L.",2010a,NA,NA
111,1478789,1931,North America,island,other,Hispaniola,NA,NA,1,18.959,2.942278753,4.354193381,Dominican Republic,Montecristi,Monte Cristy. Distr. of Monte Cristy.,19.847495,-71.64249,21.2513,Smithsonian,20-Mar-31,"Valeur, E. J.",621,NA,NA
112,1479819,1930,North America,island,other,Hispaniola,NA,NA,1,26.158,3.264155071,5.114489222,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA
113,1479819,1930,North America,island,other,Hispaniola,NA,NA,2,22.14,3.097385927,4.705316142,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA
114,1479819,1930,North America,island,other,Hispaniola,NA,NA,3,22.892,3.130787505,4.784558496,Dominican Republic,Puerto Plata,"Cordillera Septentrional, Puerto Plata.",19.788394,-70.691919,21.2513,Smithsonian,25-Mar-30,"Ekman, E. L.",H 14514,NA,NA
115,2111030,1946,North America,island,other,Hispaniola,NA,NA,1,14.044,2.642195258,3.747532522,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA
116,2111030,1946,North America,island,other,Hispaniola,NA,NA,2,13.638,2.612860014,3.692966287,Dominican Republic,Montecristi,Near Rio Yaque del Norte. S. of Monte Cristi.,19.826974,-71.651044,21.2513,Smithsonian,23 Oct 1946 to 24 Oct 1946,"Howard, R. A.; Howard, E. S.",9565,NA,NA
117,1256,1963,North America,mainland,NA,NA,NA,NA,1,18.869,2.937520364,4.343846222,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA
118,1256,1963,North America,mainland,NA,NA,NA,NA,2,20.59,3.024805521,4.537620522,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA
119,1256,1963,North America,mainland,NA,NA,NA,NA,3,16.247,2.787908276,4.030756753,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,416,NA,NA
120,25870,1963,North America,mainland,NA,NA,NA,NA,1,19.796,2.985479897,4.449269603,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,NA
121,25870,1963,North America,mainland,NA,NA,NA,NA,2,17.698,2.873451639,4.206899096,El Salvador,San Salvador,Cultivated in garden of Sr. Rafael Augilar (23 calle poniente)  in Barrio San Miguelito,13.707798,-89.1887226,18.2528,HUH,5-Nov,Duncan M. Porter,NA,NA,NA
122,655092,1895,North America,island,other,Marie Galante,NA,NA,1,13.851,2.628357432,3.721693163,Guadeloupe,NA,Marie Galante,15.923992,-61.257225,21.2568,Smithsonian,Apr 1895,"Duss, Père A.",3645,NA,NA
123,846898,1895,North America,island,other,Marie Galante,NA,NA,1,20.137,3.002558919,4.48742688,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,NA,"Duss, Père A.",3645,NA,NA
124,846898,1895,North America,island,other,Marie Galante,NA,NA,2,10.978,2.39589327,3.313306506,Guadeloupe,NA,NA,15.923992,-61.257225,21.2568,Smithsonian,NA,"Duss, Père A.",3645,NA,NA
125,1557881,1935,North America,island,other,Marie Galante,NA,NA,1,16.182,2.783899513,4.02268567,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA
126,1557881,1935,North America,island,other,Marie Galante,NA,NA,2,14.563,2.678484066,3.816149892,Guadeloupe,NA,momes et tables de witoval de marie-galante,15.923992,-61.257225,21.2513,Smithsonian,22-Jan-35,"Stehlé, H.",149,NA,NA
127,1781684,1939,North America,island,other,Marie Galante,NA,NA,1,18.226,2.902849146,4.269191961,Guadeloupe,NA,NA,15.923992,-61.257225,21.2513,Smithsonian,9-Dec-39,"Questel, A.",1462,NA,NA
128,225,1905,North America,mainland,NA,NA,NA,NA,1,14.505,2.674493418,3.808543029,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,NA
129,225,1905,North America,mainland,NA,NA,NA,NA,2,11.471,2.439822111,3.386886476,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,NA
130,225,1905,North America,mainland,NA,NA,NA,NA,3,10.703,2.370524076,3.271543978,Guatemala,Dept. Zacapa,Gualán ,15.1218026,-89.355197,18.2528,HUH,18-Jan,Chas C. Deam,225,NA,NA
131,1301,1963,North America,mainland,NA,NA,NA,NA,1,16.049,2.775646542,4.006120318,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA
132,1301,1963,North America,mainland,NA,NA,NA,NA,2,13.888,2.631025158,3.726660704,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA
133,1301,1963,North America,mainland,NA,NA,NA,NA,3,15.078,2.713236728,3.883040046,Guatemala,Dept. Zacapa,Common along road between Central Park and railroad station,14.9733652,-89.5321439,18.2528,HUH,23-Nov,Duncan M. Porter,NA,Coordinates for Central Park,NA
134,1305,1963,North America,mainland,NA,NA,NA,NA,1,15.135,2.717009942,3.890372733,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,NA
135,1305,1963,North America,mainland,NA,NA,NA,NA,2,14.287,2.659350033,3.77981481,Guatemala,Dept. Zacapa,"Entrance to military post at bridge over river, 1.5km SW of Zacapa",14.969642,-89.5337343,18.2528,HUH,26-Nov,Duncan M. Porter,NA,Coordinates for Zacapa,NA
136,6350,1909,North America,mainland,NA,NA,NA,NA,1,19.282,2.959172018,4.391127418,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,NA
137,6350,1909,North America,mainland,NA,NA,NA,NA,2,16.942,2.829795746,4.116066083,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,NA
138,6350,1909,North America,mainland,NA,NA,NA,NA,3,20.167,3.004047605,4.490768308,Guatemala,Dept. Zacapa,Along railroad,14.969642,-89.5337343,18.2528,HUH,19-Jun,Chas C. Deam,6350,NA,NA
139,24368,1922,North America,mainland,NA,NA,NA,NA,1,11.951,2.480814957,3.45702184,Guatemala,Dept. Izabal,Vicinity of Los Amates,15.2548322,-89.0977907,18.2528,HUH,24-May,Paul C. Standle,24368,NA,NA
140,578754,1905,North America,mainland,NA,NA,NA,NA,1,16.488,2.802632844,4.060541836,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,NA
141,578754,1905,North America,mainland,NA,NA,NA,NA,2,13.51,2.603430152,3.67559519,Guatemala,Zacapa,"Gualan, Depart. Zacapa.",15.119909,-89.356007,21.2543,Smithsonian,5-Jan-05,"Kellerman, W. A.",5701,NA,NA
142,579634,1909,North America,mainland,NA,NA,NA,NA,1,15.909,2.766884987,3.98860878,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA
143,579634,1909,North America,mainland,NA,NA,NA,NA,2,16.497,2.803178546,4.061649911,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA
144,579634,1909,North America,mainland,NA,NA,NA,NA,3,15.071,2.712772367,3.882138586,Guatemala,Zacapa,Along railroad.,14.968,-89.544551,21.2485,Smithsonian,19-Jun-09,"Deam, C. C.",6350,NA,NA
145,1150010,1922,North America,mainland,NA,NA,NA,NA,1,13.422,2.596895152,3.663604782,Guatemala,Izabal,"Vicinity of Los Amates, Departamento de Izabal, on sand bars along the Rio Motagua.",15.163074,-89.067509,21.2513,Smithsonian,24-May-22,"Standley, P. C.",24368,NA,NA
146,2442210,1908,North America,mainland,NA,NA,NA,NA,1,15.917,2.76738772,3.98961151,Guatemala,Zacapa,Depart. Zacapa.,14.968563,-89.531417,21.2513,Smithsonian,1-Jan-08,"Kellerman, W. A.",7945,NA,NA
147,2619227,1969,North America,mainland,NA,NA,NA,NA,1,15.696,2.753405903,3.961817765,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalia, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,NA
148,2619227,1969,North America,mainland,NA,NA,NA,NA,2,15.446,2.73735007,3.930139947,Guatemala,Chiquimula,"Both sides along highway between Chiquimula and Sta. Rosalia, Department Chiquimula.",14.824173,-89.5238,21.2513,Smithsonian,5-Dec-69,"Molina R., A.; Molina, A. R.",25130,NA,NA
149,2619231,1969,North America,mainland,NA,NA,NA,NA,1,14.866,2.699076726,3.855645212,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA
150,2619231,1969,North America,mainland,NA,NA,NA,NA,2,17.94,2.887032857,4.235563717,Guatemala,El Progreso,Edge of highway to Zanarate. Department Progreso.,14.368063,-89.852937,21.2513,Smithsonian,28-Nov-69,"Molina R., A.; Molina, A. R.",24966,NA,NA
151,2707653,1972,North America,mainland,NA,NA,NA,NA,1,15.789,2.759313495,3.973537467,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Rio Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,NA
152,2707653,1972,North America,mainland,NA,NA,NA,NA,2,14.361,2.664516199,3.789591007,Guatemala,Zacapa,"Sierra de las Minas 5-10 km. north of Rio Hondo, Dept. Zacapa.",15.060826,-89.586364,21.2513,Smithsonian,31-Dec-72,"Williams, L. O.; Molina R., A.; Williams, T. P.",41835,NA,NA
153,2734873,1971,North America,mainland,NA,NA,NA,NA,1,17.188,2.844211466,4.14584129,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA
154,2734873,1971,North America,mainland,NA,NA,NA,NA,2,14.48,2.672768387,3.805259518,Guatemala,Zacapa,"Plantation of Palmillas, vicinity of Teculutan, Dept. Zacapa.",14.960482,-89.751683,21.2513,Smithsonian,19-Nov-71,"Molina R., A.; Molina, A. R.",27152,NA,NA
155,2748936,1971,North America,mainland,NA,NA,NA,NA,1,24.17,3.185112195,4.916299421,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA
156,2748936,1971,North America,mainland,NA,NA,NA,NA,2,18.745,2.93092705,4.32954963,Guatemala,Zacapa,Vicinity of Estanzuela. Dept. Zacapa.,14.996046,-89.57456,21.2513,Smithsonian,25-Sep-71,"Molina R., A.; Molina, A. R.",26722,NA,NA
157,09.15.43 73,1993,North America,mainland,NA,NA,NA,NA,1,17.967,2.888536742,4.238749816,Guatemala,Dept. Zacapa,Between Teculután and Rio Hondo on the edge of the road.,15.0055634,-89.6278001,18.2528,HUH,7-Aug,"J.J Castillo, Ernesto Medinilla",NA,Coordinates estimated based on between two locations,only flower
158,3539,1920,North America,island,other,Greater Antilles,NA,NA,1,17.227,2.84647792,4.150542133,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA
159,3539,1920,North America,island,other,Greater Antilles,NA,NA,2,13.755,2.621402394,3.708773382,Haiti,NA,"In the vicinity of Étang Saumâtre (lake), abundant in dry sandy soil",18.5672752,-71.968834,18.2528,HUH,4-Apr,E.C Leonard,3539,NA,NA
160,794283,1917,North America,island,other,Hispaniola,NA,NA,1,17.501,2.862258022,4.183419654,Haiti,Ouest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA
161,794283,1917,North America,island,other,Hispaniola,NA,NA,2,16.607,2.809824293,4.075168708,Haiti,Ouest,Port au Prince.,18.587485,-72.292702,21.2559,Smithsonian,17-Aug-17,"Cook, O. F.; Scofield, C. S.; Doyle, C. B.",1,NA,NA
162,1075012,1920,North America,island,other,Hispaniola,NA,NA,1,21.18,3.05305734,4.6021734,Haiti,NA,Vicinity of Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,21 Feb 1920 to 23 Feb 1920,"Leonard, E. C.",2766,NA,NA
163,1148317,1925,North America,island,other,Hispaniola,NA,NA,1,25.739,3.248007351,5.073361805,Haiti,NA,Mon Repos.,18.545491,-72.403019,21.2513,Smithsonian,6-Mar-25,"Miller, G. S.",248,NA,NA
164,1167737,1923,North America,island,other,Hispaniola,NA,NA,1,18.522,2.918959215,4.303719322,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,NA
165,1167737,1923,North America,island,other,Hispaniola,NA,NA,2,17.842,2.881555228,4.223979167,Haiti,NA,Port au Prince.,18.587485,-72.292702,21.2513,Smithsonian,12-Mar-23,"Piper, C. V.",6014,NA,NA
166,1302171,1925,North America,island,other,Hispaniola,NA,NA,1,20.853,3.037497823,4.566508513,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,Mar,"Sweet, A. T.",49,NA,NA
167,1302171,1925,North America,island,other,Hispaniola,NA,NA,2,17.488,2.861514931,4.181865612,Haiti,NA,"Petite Riviere, Artibonite River Plain.",19.123031,-72.477861,21.2513,Smithsonian,A+I149,"Sweet, A. T.",49,NA,NA
168,1303628,1927,North America,island,other,Hispaniola,NA,NA,1,25.058,3.221193138,5.00579664,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA
169,1303628,1927,North America,island,other,Hispaniola,NA,NA,2,27.339,3.308314254,5.228670959,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA
170,1303628,1927,North America,island,other,Hispaniola,NA,NA,3,23.164,3.142599349,4.812899334,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,Smithsonian,20-Sep-27,"Eyerdam, W. J.",581,NA,NA
171,1450165,1928,North America,island,other,Hispaniola,NA,NA,1,24.445,3.196425696,4.944188508,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA
172,1450165,1928,North America,island,other,Hispaniola,NA,NA,2,23.484,3.156319338,4.846029302,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA
173,1450165,1928,North America,island,other,Hispaniola,NA,NA,3,16.853,2.824528682,4.105240553,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,Smithsonian,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA
174,1450803,1929,North America,island,other,Hispaniola,NA,NA,1,15.187,2.720439799,3.897050166,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,NA,NA
175,1450803,1929,North America,island,other,Hispaniola,NA,NA,2,15.297,2.727656731,3.911137942,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,NA,NA
176,1450896,1929,North America,island,other,Hispaniola,NA,NA,1,13.942,2.634905867,3.733898767,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA
177,1450896,1929,North America,island,other,Hispaniola,NA,NA,2,16.3,2.791165108,4.037325848,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA
178,1450896,1929,North America,island,other,Hispaniola,NA,NA,3,9.434,2.244320185,3.071481727,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,Smithsonian,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA
179,1880219,1941,North America,island,other,Hispaniola,NA,NA,1,12.975,2.563024429,3.602082731,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,NA,NA
180,1880219,1941,North America,island,other,Hispaniola,NA,NA,2,18.193,2.901036905,4.26532531,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,NA,NA
181,1880219,1941,North America,island,other,Hispaniola,NA,NA,3,14.522,2.675664741,3.8107742,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,Smithsonian,15-Oct-41,"Holdridge, L. R.",841,NA,NA
182,3580278,1988,North America,island,other,Hispaniola,NA,NA,1,15.774,2.758363015,3.971649531,Haiti,Nord,"Ducroix, near Cap-Hatien",19.782524,-72.215377,21.2513,Smithsonian,3-May-88,"Chandler, H. P.",32,NA,NA
183,3580278,1988,North America,island,other,Hispaniola,NA,NA,2,14.903,2.701562535,3.860440389,Haiti,Nord,"Ducroix, near Cap-Hatien",19.782524,-72.215377,21.2513,Smithsonian,3-May-88,"Chandler, H. P.",32,NA,NA
184,09.22.44 144,1926,North America,island,other,Greater Antilles,NA,NA,1,20.383,3.01470122,4.514753592,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,NA,NA,NA
185,09.22.44 144,1926,North America,island,other,Greater Antilles,NA,NA,2,21.594,3.072415498,4.646934473,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,NA,NA,NA
186,09.22.48 145,1926,North America,island,other,Greater Antilles,NA,NA,1,21.896,3.086303972,4.679316189,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,NA,NA,NA
187,09.22.48 145,1926,North America,island,other,Greater Antilles,NA,NA,2,24.177,3.185401768,4.917011287,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,HUH,29-Sep,E.L Ekman,NA,NA,NA
188,30,1900,North America,island,other,West Indies,NA,NA,1,22.109,3.095984765,4.702020842,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,HUH,29-Jan,Willard N. Clute,30,NA,NA
189,30,1900,North America,island,other,Jamaica,NA,NA,2,20.119,3.001664642,4.485420828,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,HUH,29-Jan,Willard N. Clute,30,NA,NA
190,73,NA,North America,island,other,West Indies,NA,NA,1,17.075,2.837615405,4.132190702,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,NA,73,NA,NA
191,304,1966,North America,island,other,West Indies,NA,NA,1,10.973,2.39543771,3.312551886,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,NA,NA
192,304,1966,North America,island,other,NA,NA,NA,2,11.838,2.471314696,3.440639475,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,NA,NA
193,304,1966,North America,island,other,West Indies,NA,NA,3,10.381,2.339977212,3.221955928,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,HUH,23-Jan,James. W Walker,304,NA,NA
194,953,1963,North America,island,other,West Indies,NA,NA,1,20.697,3.029988762,4.549395564,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,NA,NA,NA
195,953,1963,North America,island,other,West Indies,NA,NA,2,16.718,2.816485983,4.088765095,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,NA,NA,NA
196,953,1963,North America,island,other,West Indies,NA,NA,3,19.654,2.97828088,4.433283208,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,HUH,2-Aug,L. Wynter,NA,NA,NA
197,954,1963,North America,island,other,West Indies,NA,NA,1,22.709,3.122761322,4.765396101,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA
198,954,1963,North America,island,other,West Indies,NA,NA,2,17.024,2.834624113,4.126015027,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA
199,954,1963,North America,island,other,West Indies,NA,NA,3,15.468,2.738773374,3.932937833,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,HUH,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA
200,968,1963,North America,island,other,West Indies,NA,NA,1,22.248,3.102252117,4.716778562,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop.",18.010011,-76.767014,18.2528,HUH,5-Aug,Duncan M. Porter,NA,NA,NA
201,968,1963,North America,island,other,West Indies,NA,NA,2,21.322,3.059739404,4.617575121,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop.",18.010011,-76.767014,18.2528,HUH,5-Aug,Duncan M. Porter,NA,NA,NA
202,1024,1963,North America,island,other,West Indies,NA,NA,1,18.557,2.920847076,4.307783653,Jamaica,St. Catherine,Spanish Town road at turn off to Caymanas Park,17.9907399,-76.87642,18.2528,HUH,11-Aug,Duncan M. Porter,1024,Caymanas Park,NA
203,1028,1963,North America,island,other,West Indies,NA,NA,1,17.045,2.835856906,4.128559071,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,HUH,11-Aug,Duncan M. Porter,NA,Coordinates for Dream Beach (beach adjacent to Green Bay),NA
204,1028,1963,North America,island,other,West Indies,NA,NA,2,16.852,2.824469344,4.105118756,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,HUH,11-Aug,Duncan M. Porter,NA,Coordinates for Dream Beach (beach adjacent to Green Bay),NA
205,1033,1963,North America,island,other,West Indies,NA,NA,1,11.179,2.414037018,3.343501159,Jamaica,St. Catherine,Growing in middle of the road between Fort Clarence and Port Henderson,17.9081451,-76.8869731,18.2528,HUH,11-Aug,Duncan M. Porter,NA,Coordiantes for Fort Clarence (Port Henderson is a body of water),only flower
206,1037,1963,North America,island,other,West Indies,NA,NA,1,17.719,2.87463751,4.209394256,Jamaica,St. Andrew,"Grounds of St. Benedict's school, E of Harbour View. Prostrate at edge of driveway.",17.95009,-76.706902,18.2528,HUH,13-Aug,Duncan M. Porter,1037,NA,NA
207,1040,1963,North America,island,other,west indies,NA,NA,1,25.333,3.232107894,5.033189843,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,NA,NA,18.2528,HUH,14-Aug,Duncan M. Porter,NA,Coordinates for Kaya Pos di Amor,NA
208,1040,1963,North America,island,other,west indies,NA,NA,2,15.981,2.771400517,3.997624295,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,NA,NA,18.2528,HUH,14-Aug,Duncan M. Porter,NA,Coordinates for Kaya Pos di Amor,NA
