ind_num,Herb_name,Herb_number,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,flower_num,petal_length,country,province_state,location,latitude,longitude,scale,collection.date,collector,collection.no,Coordinate.notes,Measurer_note,Bio_1,Bio_4,Bio_12,Bio_15
170,Smithsonian,1303628,Smithsonian_1303628,1927,North America,island,other,Hispaniola,NA,NA,3,23.164,Haiti,NA,Miragoane and vicinity.,18.440774,-73.085566,21.2513,20-Sep-27,"Eyerdam, W. J.",581,NA,NA,25.78333282,118.8836975,1288,54.14605713
171,Smithsonian,1450165,Smithsonian_1450165,1928,North America,island,other,Hispaniola,NA,NA,1,24.445,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,26.29228401,129.798172,1291.362915,43.85102081
172,Smithsonian,1450165,Smithsonian_1450165,1928,North America,island,other,Hispaniola,NA,NA,2,23.484,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,26.29228401,129.798172,1291.362915,43.85102081
173,Smithsonian,1450165,Smithsonian_1450165,1928,North America,island,other,Hispaniola,NA,NA,3,16.853,Haiti,NA,Vicinity of Port de Paix. Beach east of City.,19.951505,-72.8197,21.2513,25-Dec-28,"Leonard, E. C.; Leonard, G. M.",11174,NA,NA,26.29228401,129.798172,1291.362915,43.85102081
174,Smithsonian,1450803,Smithsonian_1450803,1929,North America,island,other,Hispaniola,NA,NA,1,15.187,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,NA,NA,26.89323807,118.5365067,963.8306274,58.64817429
175,Smithsonian,1450803,Smithsonian_1450803,1929,North America,island,other,Hispaniola,NA,NA,2,15.297,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Sandy beach west of Cabaret.",18.724922,-72.450138,21.2513,13-Jan-29,"Leonard, E. C.; Leonard, G. M.",11939,NA,NA,26.89323807,118.5365067,963.8306274,58.64817429
176,Smithsonian,1450896,Smithsonian_1450896,1929,North America,island,other,Hispaniola,NA,NA,1,13.942,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA,26.89323807,118.5365067,963.8306274,58.64817429
177,Smithsonian,1450896,Smithsonian_1450896,1929,North America,island,other,Hispaniola,NA,NA,2,16.3,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA,26.89323807,118.5365067,963.8306274,58.64817429
178,Smithsonian,1450896,Smithsonian_1450896,1929,North America,island,other,Hispaniola,NA,NA,3,9.434,Haiti,NA,"Vicinity of Cabaret, Baie des Moustiques. Beach west of Cabaret.",18.724922,-72.450138,21.2513,15-Jan-29,"Leonard, E. C.; Leonard, G. M.",12046,NA,NA,26.89323807,118.5365067,963.8306274,58.64817429
179,Smithsonian,1880219,Smithsonian_1880219,1941,North America,island,other,Hispaniola,NA,NA,1,12.975,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,15-Oct-41,"Holdridge, L. R.",841,NA,NA,26.61249924,123.7138367,990,61.22283554
180,Smithsonian,1880219,Smithsonian_1880219,1941,North America,island,other,Hispaniola,NA,NA,2,18.193,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,15-Oct-41,"Holdridge, L. R.",841,NA,NA,26.61249924,123.7138367,990,61.22283554
181,Smithsonian,1880219,Smithsonian_1880219,1941,North America,island,other,Hispaniola,NA,NA,3,14.522,Haiti,NA,Near Ganthier.,18.531791,-72.065349,21.2513,15-Oct-41,"Holdridge, L. R.",841,NA,NA,26.61249924,123.7138367,990,61.22283554
182,Smithsonian,3580278,Smithsonian_3580278,1988,North America,island,other,Hispaniola,NA,NA,1,15.774,Haiti,Nord,"Ducroix, near Cap-Hatien",19.782524,-72.215377,21.2513,3-May-88,"Chandler, H. P.",32,NA,NA,25.61666679,136.6204376,1611,34.05070114
183,Smithsonian,3580278,Smithsonian_3580278,1988,North America,island,other,Hispaniola,NA,NA,2,14.903,Haiti,Nord,"Ducroix, near Cap-Hatien",19.782524,-72.215377,21.2513,3-May-88,"Chandler, H. P.",32,NA,NA,25.61666679,136.6204376,1611,34.05070114
184,HUH,09.22.44 144,HUH_09.22.44 144,1926,North America,island,other,Greater Antilles,NA,NA,1,20.383,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,29-Sep,E.L Ekman,NA,NA,NA,26.62916756,120.1600876,1142,48.28938675
185,HUH,09.22.44 144,HUH_09.22.44 144,1926,North America,island,other,Greater Antilles,NA,NA,2,21.594,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,29-Sep,E.L Ekman,NA,NA,NA,26.62916756,120.1600876,1142,48.28938675
186,HUH,09.22.48 145,HUH_09.22.48 145,1926,North America,island,other,Greater Antilles,NA,NA,1,21.896,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,29-Sep,E.L Ekman,NA,NA,NA,26.62916756,120.1600876,1142,48.28938675
187,HUH,09.22.48 145,HUH_09.22.48 145,1926,North America,island,other,Greater Antilles,NA,NA,2,24.177,Haiti,NA,"Jacmel, in the streets",18.2374646,-72.530385,18.2528,29-Sep,E.L Ekman,NA,NA,NA,26.62916756,120.1600876,1142,48.28938675
188,HUH,30,HUH_30,1900,North America,island,other,West Indies,NA,NA,1,22.109,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,29-Jan,Willard N. Clute,30,NA,NA,26.49166679,96.92623901,1171,43.62426376
189,HUH,30,HUH_30,1900,North America,island,other,Jamaica,NA,NA,2,20.119,Jamaica,Kingston,Vicinity of Kingston,18.0179363,-76.8006563,18.2528,29-Jan,Willard N. Clute,30,NA,NA,26.49166679,96.92623901,1171,43.62426376
190,HUH,73,HUH_73,NA,North America,island,other,West Indies,NA,NA,1,17.075,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,NA,73,NA,NA,26.49166679,96.92623901,1171,43.62426376
191,HUH,304,HUH_304,1966,North America,island,other,West Indies,NA,NA,1,10.973,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,23-Jan,James. W Walker,304,NA,NA,26.49166679,96.92623901,1171,43.62426376
192,HUH,304,HUH_304,1966,North America,island,other,NA,NA,NA,2,11.838,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,23-Jan,James. W Walker,304,NA,NA,26.49166679,96.92623901,1171,43.62426376
193,HUH,304,HUH_304,1966,North America,island,other,West Indies,NA,NA,3,10.381,Jamaica,NA,Kingston,18.0179363,-76.8006563,18.2528,23-Jan,James. W Walker,304,NA,NA,26.49166679,96.92623901,1171,43.62426376
194,HUH,953,HUH_953,1963,North America,island,other,West Indies,NA,NA,1,20.697,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,2-Aug,L. Wynter,NA,NA,NA,25.05833244,101.3507309,1389,44.09736252
195,HUH,953,HUH_953,1963,North America,island,other,West Indies,NA,NA,2,16.718,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,2-Aug,L. Wynter,NA,NA,NA,25.05833244,101.3507309,1389,44.09736252
196,HUH,953,HUH_953,1963,North America,island,other,West Indies,NA,NA,3,19.654,Jamaica,Kingston,"University college of the West Indies campus, Mona, Kingston",18.0123433,-76.7480947,18.2528,2-Aug,L. Wynter,NA,NA,NA,25.05833244,101.3507309,1389,44.09736252
197,HUH,954,HUH_954,1963,North America,island,other,West Indies,NA,NA,1,22.709,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA,26.96666718,99.2776947,914,55.50759888
198,HUH,954,HUH_954,1963,North America,island,other,West Indies,NA,NA,2,17.024,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA,26.96666718,99.2776947,914,55.50759888
199,HUH,954,HUH_954,1963,North America,island,other,West Indies,NA,NA,3,15.468,Jamaica,St. Andrew,Road to Port Royal at round-about at Palisadoes airport,17.9375649,-76.7789935,18.2528,2-Aug,Duncan M. Porter,954,Coordinates for airport,NA,26.96666718,99.2776947,914,55.50759888
200,HUH,968,HUH_968,1963,North America,island,other,West Indies,NA,NA,1,22.248,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop. ",18.010011,-76.767014,18.2528,5-Aug,Duncan M. Porter,NA,NA,NA,25.77916718,96.11685181,1270,44.79278564
201,HUH,968,HUH_968,1963,North America,island,other,West Indies,NA,NA,2,21.322,Jamaica,St. Andrew,"End of Wycliffe Close, Long Mountain, trialing on limestone outcrop. ",18.010011,-76.767014,18.2528,5-Aug,Duncan M. Porter,NA,NA,NA,25.77916718,96.11685181,1270,44.79278564
202,HUH,1024,HUH_1024,1963,North America,island,other,West Indies,NA,NA,1,18.557,Jamaica,St. Catherine,Spanish Town road at turn off to Caymanas Park,17.9907399,-76.87642,18.2528,11-Aug,Duncan M. Porter,1024,Caymanas Park,NA,26.79166603,97.53397369,994,48.65021515
203,HUH,1028,HUH_1028,1963,North America,island,other,West Indies,NA,NA,1,17.045,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,11-Aug,Duncan M. Porter,NA,Coordinates for Dream Beach (beach adjacent to Green Bay),NA,26.29166603,106.2123566,965,55.46928406
204,HUH,1028,HUH_1028,1963,North America,island,other,West Indies,NA,NA,2,16.852,Jamaica,St. Catherine,Green Bay: growing in doorway of abandoned house on the beach,17.932815,-76.8762122,18.2528,11-Aug,Duncan M. Porter,NA,Coordinates for Dream Beach (beach adjacent to Green Bay),NA,26.29166603,106.2123566,965,55.46928406
205,HUH,1033,HUH_1033,1963,North America,island,other,West Indies,NA,NA,1,11.179,Jamaica,St. Catherine,Growing in middle of the road between Fort Clarence and Port Henderson,17.9081451,-76.8869731,18.2528,11-Aug,Duncan M. Porter,NA,Coordiantes for Fort Clarence (Port Henderson is a body of water),only flower,26.50997162,106.0185852,927.3312378,56.79295349
206,HUH,1037,HUH_1037,1963,North America,island,other,West Indies,NA,NA,1,17.719,Jamaica,St. Andrew,"Grounds of St. Benedict's school, E of Harbour View. Prostrate at edge of driveway. ",17.95009,-76.706902,18.2528,13-Aug,Duncan M. Porter,1037,NA,NA,26.04166603,101.5971146,1187,48.54811096
207,HUH,1040,HUH_1040,1963,North America,island,other,west indies,NA,NA,1,25.333,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,17.80301862,-77.2509939,18.2528,14-Aug,Duncan M. Porter,NA,Coordinates for Kaya Pos di Amor. Not specified but is between Amity Hall and Portland Cottage,NA,26.64999962,97.11756897,997,61.20063019
208,HUH,1040,HUH_1040,1963,North America,island,other,west indies,NA,NA,2,15.981,Jamaica,Claredon,Claredon Parish: roadside at edge of sugarcane plantings half way between Amity Hall and Portland Cottage,17.80301862,-77.2509939,18.2528,14-Aug,Duncan M. Porter,NA,Coordinates for Kaya Pos di Amor. Not specified but is between Amity Hall and Portland Cottage,NA,26.64999962,97.11756897,997,61.20063019
209,HUH,11967,HUH_11967,1915,North America,island,other,West Indies,NA,NA,1,17.758,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,5-Jan,W.M Harris,11967,NA,NA,26.49166679,96.92623901,1171,43.62426376
210,HUH,11967,HUH_11967,1915,North America,island,other,West Indies,NA,NA,2,17.986,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,5-Jan,W.M Harris,11967,NA,NA,26.49166679,96.92623901,1171,43.62426376
211,HUH,11967,HUH_11967,1915,North America,island,other,West Indies,NA,NA,3,17.828,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,5-Jan,W.M Harris,11967,NA,NA,26.49166679,96.92623901,1171,43.62426376
212,HUH,38561,HUH_38561,1968,North America,island,other,West Indies,NA,NA,1,19.048,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA,22.70416641,100.0331497,1962,41.48463058
213,HUH,38561,HUH_38561,1968,North America,island,other,West Indies,NA,NA,2,17.092,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA,22.70416641,100.0331497,1962,41.48463058
214,HUH,38561,HUH_38561,1968,North America,island,other,West Indies,NA,NA,3,19.785,Jamaica,St. Thomas ,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,25-Jun,"Fred A. Barkley, Guy R. Beuthillette ",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA,22.70416641,100.0331497,1962,41.48463058
215,Smithsonian,349332,Smithsonian_349332,1900,North America,island,other,Jamaica,NA,NA,1,22.786,Jamaica,Kingston,Kingston,18.025287,-76.79685,21.2518,29 Jan  to 4 Feb,"Clute, W. N.",30,NA,NA,26.25833321,96.83242035,1222,43.16541672
216,Smithsonian,349332,Smithsonian_349332,1900,North America,island,other,Jamaica,NA,NA,2,20.748,Jamaica,Kingston,Kingston,18.025287,-76.79685,21.2518,29 Jan  to 4 Feb ,"Clute, W. N.",30,NA,NA,26.25833321,96.83242035,1222,43.16541672
217,Smithsonian,965925,Smithsonian_965925,1900,North America,island,other,Jamaica,NA,NA,1,24.027,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,NA,NA,26.25833321,96.83242035,1222,43.16541672
218,Smithsonian,965925,Smithsonian_965925,1900,North America,island,other,Jamaica,NA,NA,2,18.101,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,NA,NA,26.25833321,96.83242035,1222,43.16541672
219,Smithsonian,1045104,Smithsonian_1045104,1916,North America,island,other,West Indies,NA,NA,1,14.657,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,2-Mar-16,"Killip, E. P.",338,NA,NA,26.25833321,96.83242035,1222,43.16541672
220,Smithsonian,1045104,Smithsonian_1045104,1916,North America,island,other,Jamaica,NA,NA,2,14.148,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,2-Mar-16,"Killip, E. P.",338,NA,NA,26.25833321,96.83242035,1222,43.16541672
221,Smithsonian,1380056,Smithsonian_1380056,1881,North America,island,other,West Indies,NA,NA,1,14.295,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Jul 1881,"Lehmann, F. C.",713,NA,NA,26.25833321,96.83242035,1222,43.16541672
222,Smithsonian,1380056,Smithsonian_1380056,1881,North America,island,other,West Indies,NA,NA,2,15.447,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Jul 1881,"Lehmann, F. C.",713,NA,NA,26.25833321,96.83242035,1222,43.16541672
223,Smithsonian,1380056,Smithsonian_1380056,1881,North America,island,other,Jamaica,NA,NA,3,16.823,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Jul 1881,"Lehmann, F. C.",713,NA,NA,26.25833321,96.83242035,1222,43.16541672
224,Smithsonian,2351654,Smithsonian_2351654,1959,North America,island,other,Jamaica,NA,NA,1,19.112,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,14-Jun-59,"Ellis, J.; Miller, K.",8235,NA,NA,26.77628708,100.4903946,973.1517334,53.36417007
225,Smithsonian,2351654,Smithsonian_2351654,1959,North America,island,other,Jamaica,NA,NA,2,20.549,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,14-Jun-59,"Ellis, J.; Miller, K.",8235,NA,NA,26.77628708,100.4903946,973.1517334,53.36417007
226,HUH,09.17.26 89,HUH_09.17.26 89,1897,North America,island,other,West Indies,NA,NA,1,14.239,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,10-Mar,J. R Churchill,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
227,HUH,09.17.26 89,HUH_09.17.26 89,1897,North America,island,other,West Indies,NA,NA,2,12.501,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,10-Mar,J. R Churchill,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
228,HUH,09.17.26 89,HUH_09.17.26 89,1897,North America,island,other,West Indies,NA,NA,3,11.144,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,10-Mar,J. R Churchill,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
229,HUH,09.20.52 127,HUH_09.20.52 127,NA,North America,island,other,West Indies,NA,NA,1,16.88,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,NA,NA,NA,has the same number as another image from same place?- used file name instead,26.49166679,96.92623901,1171,43.62426376
230,HUH,09.20.52 127,HUH_09.20.52 127,NA,North America,island,other,West Indies,NA,NA,2,18.716,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,NA,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
231,HUH,09.21.16 132,HUH_09.21.16 132,NA,North America,island,other,West Indies,NA,NA,1,19.557,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,Nathaniel Thayer Kidder,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
232,HUH,09.21.16 132,HUH_09.21.16 132,NA,North America,island,other,West Indies,NA,NA,2,12.795,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,Nathaniel Thayer Kidder,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
233,HUH,09.21.16 132,HUH_09.21.16 132,NA,North America,island,other,West Indies,NA,NA,3,19.426,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,NA,Nathaniel Thayer Kidder,NA,NA,NA,26.49166679,96.92623901,1171,43.62426376
234,HUH,68A,HUH_68A,1963,North America,island,other,West Indies,NA,NA,1,21.298,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA,25.05833244,101.3507309,1389,44.09736252
235,HUH,68A,HUH_68A,1963,North America,island,other,West Indies,NA,NA,2,16.416,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA,25.05833244,101.3507309,1389,44.09736252
236,HUH,68A,HUH_68A,1963,North America,island,other,West Indies,NA,NA,3,23.75,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA,25.05833244,101.3507309,1389,44.09736252
237,Smithsonian,849725,Smithsonian_849725,1877,North America,island,other,Martinique,NA,NA,1,11.272,Martinique,NA,NA,14.671124,-61.022058,21.2535,NA,"Duss, Père A.",1815,NA,NA,25.78333282,91.61016083,2037,39.70285797
238,HUH,37,HUH_37,1896,North America,continent,NA,NA,NA,NA,1,12.619,Mexico,Yucatan,NA,21.082487,-89.9297226,18.2528,NA,Sr. Porfirio Valdez,37,Further location not specified,only flower,26.12916565,192.1228027,748,69.25913239
239,HUH,44,HUH_44,1888,North America,continent,NA,NA,NA,NA,1,10.388,Mexico,Oaxaca,NA,17.0731842,-96.7265889,18.2571,NA,Ed. Seler,44,Used the city coordinates,NA,21.51666641,146.0593414,645,92.73505402
240,HUH,44,HUH_44,1888,North America,continent,NA,NA,NA,NA,2,10.884,Mexico,Oaxaca,NA,17.0731842,-96.7265889,18.2571,NA,Ed. Seler,44,Used the city coordinates,NA,21.51666641,146.0593414,645,92.73505402
241,HUH,44,HUH_44,1888,North America,continent,NA,NA,NA,NA,3,12.944,Mexico,Oaxaca,NA,17.0731842,-96.7265889,18.2571,NA,Ed. Seler,44,Used the city coordinates,NA,21.51666641,146.0593414,645,92.73505402
242,HUH,66,HUH_66,1998,North America,continent,NA,NA,NA,NA,1,14.258,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,23-Dec,C. Dean,66,NA,NA,28.38750076,113.0994339,892,111.870636
243,HUH,66,HUH_66,1998,North America,continent,NA,NA,NA,NA,2,16.901,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,23-Dec,C. Dean,66,NA,NA,28.38750076,113.0994339,892,111.870636
244,HUH,66,HUH_66,1998,North America,continent,NA,NA,NA,NA,3,12.659,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,23-Dec,C. Dean,66,NA,NA,28.38750076,113.0994339,892,111.870636
245,HUH,106,HUH_106,1938,North America,continent,NA,NA,NA,NA,1,21.009,Mexico,Oaxaca,"Teotitlán del Camino, district of Teotitlán",18.1191016,-97.1042685,18.2528,7-Jul,"Richard Evans Schultes, Blas, Pablo Reko",106,NA,NA,25.10833359,240.7359314,782,92.9682312
246,HUH,141,HUH_141,1898,North America,continent,NA,NA,NA,NA,1,16.782,Mexico,Michoacan,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,5-May,NA,141,"Can't find location, coordiantes for Mexico for now",NA,16.39583397,355.0509338,375,87.19465637
247,HUH,141,HUH_141,1898,North America,continent,NA,NA,NA,NA,2,19.91,Mexico,Michoacan/Guerrero,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,5-May,NA,141,"Can't find location, coordiantes for Mexico for now",NA,16.39583397,355.0509338,375,87.19465637
248,HUH,200,HUH_200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,1,19.761,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,24-May,F. E Barkelew,200,NA,NA,20.68333435,218.9887238,490,103.4655075
249,HUH,200,HUH_200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,2,21.962,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,24-May,F. E Barkelew,200,NA,NA,20.68333435,218.9887238,490,103.4655075
250,HUH,200,HUH_200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,3,7.862,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,24-May,F. E Barkelew,200,NA,seems recently emerged from bud,20.68333435,218.9887238,490,103.4655075
251,HUH,454,HUH_454,1894,North America,continent,NA,NA,NA,NA,1,15.506,Mexico,Guerrero,Acapulco,16.8354604,-99.8623086,18.2523,Oct,Dr. Edward Palmer,454,NA,NA,26.91040039,82.30554962,1270.966187,117.2446671
252,HUH,454,HUH_454,1894,North America,continent,NA,NA,NA,NA,2,14.238,Mexico,Guerrero,Acapulco,16.8354604,-99.8623086,18.2523,Oct,Dr. Edward Palmer,454,NA,NA,26.91040039,82.30554962,1270.966187,117.2446671
253,HUH,454,HUH_454,1894,North America,continent,NA,NA,NA,NA,3,14.027,Mexico,Guerrero,Acapulco,16.8354604,-99.8623086,18.2523,Oct,Dr. Edward Palmer,454,NA,single petal ,26.91040039,82.30554962,1270.966187,117.2446671
254,HUH,474,HUH_474,1940,North America,continent,NA,NA,NA,NA,1,14.837,Mexico,Michoacan,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA,26.02916718,161.5473328,936,108.0508881
255,HUH,474,HUH_474,1940,North America,continent,NA,NA,NA,NA,2,15.906,Mexico,Michoacan,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA,26.02916718,161.5473328,936,108.0508881
256,HUH,474,HUH_474,1940,North America,continent,NA,NA,NA,NA,3,19.22,Mexico,Michoacan,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA,26.02916718,161.5473328,936,108.0508881
257,HUH,493,HUH_493,1985,North America,continent,NA,NA,NA,NA,1,19.467,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,5-Jun,Rev. Lucius C. Smith,493,NA,NA,21.72083282,161.912674,689,93.40397644
258,HUH,493,HUH_493,1985,North America,continent,NA,NA,NA,NA,2,19.405,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,5-Jun,Rev. Lucius C. Smith,493,NA,NA,21.72083282,161.912674,689,93.40397644
259,HUH,493,HUH_493,1985,North America,continent,NA,NA,NA,NA,3,12.686,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,5-Jun,Rev. Lucius C. Smith,493,NA,NA,21.72083282,161.912674,689,93.40397644
260,HUH,497,HUH_497,1940,North America,continent,NA,NA,NA,NA,1,23.92,Mexico,Michoacan,1 mile S of Apatzingán,19.088949,-102.3488565,18.2524,6-Aug,WM.C Leavenworth,497,Coordinates for Apatzingán,flower segmented from stem,26.02916718,161.5473328,936,108.0508881
261,HUH,520,HUH_520,1895,North America,continent,NA,NA,NA,NA,1,13.854,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,NA,G.F Gaumer,520,Coordinates for state,NA,26.12916565,192.1228027,748,69.25913239
262,HUH,520,HUH_520,1895,North America,continent,NA,NA,NA,NA,2,14.955,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,NA,G.F Gaumer,520,Coordinates for state,NA,26.12916565,192.1228027,748,69.25913239
263,HUH,520,HUH_520,1895,North America,continent,NA,NA,NA,NA,3,15.026,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,NA,G.F Gaumer,520,Coordinates for state,"single segmented petal- no associated leaf (flower I think it came from is on a cut stem, with no nodes below it)",26.12916565,192.1228027,748,69.25913239
264,HUH,782,HUH_782,NA,North America,continent,NA,NA,NA,NA,1,18.301,Mexico,NA,NA,23.5540767,-102.6205,18.2528,NA,Collegii S.S. Trin,782,No specified location,NA,16.39583397,355.0509338,375,87.19465637
265,HUH,978,HUH_978,NA,North America,continent,NA,NA,NA,NA,1,18.556,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,NA,Botteri,978,NA,NA,20.0625,215.4395599,1331,74.80735779
266,HUH,978,HUH_978,NA,North America,continent,NA,NA,NA,NA,2,20.447,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,NA,Botteri,978,NA,NA,20.0625,215.4395599,1331,74.80735779
267,HUH,978,HUH_978,NA,North America,continent,NA,NA,NA,NA,3,16.19,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,NA,Botteri,978,NA,NA,20.0625,215.4395599,1331,74.80735779
